,time,velocity
144,1572870342298,1.764
145,1572870342735,1.656
146,1572870343126,0.54
147,1572870343565,0.9
148,1572870343955,1.296
149,1572870344394,1.44
150,1572870344833,1.8
151,1572870345222,0.9
152,1572870345613,1.404
153,1572870346105,1.8
154,1572870346442,1.26
155,1572870346885,0.54
156,1572870347271,0.756
157,1572870347758,0.828
158,1572870348099,1.08
159,1572870348538,1.008
160,1572870348929,1.944
161,1572870349367,2.34
162,1572870349756,2.376
163,1572870350195,2.448
164,1572870350585,1.8
165,1572870351023,1.836
166,1572870351413,1.404
167,1572870351852,1.656
168,1572870352246,1.368
169,1572870352731,1.656
170,1572870353072,0.468
171,1572870353511,0.9
172,1572870353900,1.152
173,1572870354340,0.828
174,1572870354730,0.648
175,1572870355265,0.288
176,1572870355558,0.072
177,1572870356046,0.252
178,1572870356387,0.972
179,1572870356825,1.584
180,1572870357264,1.152
181,1572870357654,1.404
182,1572870358044,1.8
183,1572870358483,1.296
184,1572870358923,1.692
185,1572870359322,1.62
186,1572870359704,1.62
187,1572870360140,2.196
188,1572870360530,1.008
189,1572870360921,0.108
190,1572870361365,-0.288
191,1572870361749,-0.036
192,1572870362189,0.036
193,1572870362578,-0.036
194,1572870363016,0.0
195,1572870363406,0.0
196,1572870363845,0.036
197,1572870364235,0.0
198,1572870364674,0.252
199,1572870365066,0.9
200,1572870365503,1.152
201,1572870365893,0.936
202,1572870366333,0.792
203,1572870366723,1.548
204,1572870367162,1.224
205,1572870367551,1.296
206,1572870367989,1.764
207,1572870368390,1.296
208,1572870368817,1.332
209,1572870369207,1.008
210,1572870369646,1.152
211,1572870370036,1.764
212,1572870370475,1.476
213,1572870370864,2.052
214,1572870371303,1.728
215,1572870371694,2.376
216,1572870372133,2.556
217,1572870372523,2.484
218,1572870372962,2.484
219,1572870373351,2.268
220,1572870373790,2.016
221,1572870374180,1.656
222,1572870374619,1.62
223,1572870375010,2.376
224,1572870375447,2.016
225,1572870375839,2.916
226,1572870376276,1.908
227,1572870376666,2.016
228,1572870377105,1.98
229,1572870377495,3.06
230,1572870377934,2.628
231,1572870378325,2.412
232,1572870378763,2.484
233,1572870379152,1.872
234,1572870379592,1.764
235,1572870379981,1.692
236,1572870380420,1.764
237,1572870380810,1.728
238,1572870381249,1.44
239,1572870381638,1.728
240,1572870382077,1.512
241,1572870382468,1.548
242,1572870382906,1.296
243,1572870383296,1.224
244,1572870383735,1.656
245,1572870384125,1.512
246,1572870384564,1.62
247,1572870384954,1.764
248,1572870385393,1.836
249,1572870385783,1.908
250,1572870386221,2.052
251,1572870386612,1.548
252,1572870387051,1.584
253,1572870387441,1.692
254,1572870387879,1.656
255,1572870388269,2.016
256,1572870388707,2.16
257,1572870389097,2.232
258,1572870389536,2.016
259,1572870389926,2.016
260,1572870390365,2.232
261,1572870390755,2.34
262,1572870391194,2.736
263,1572870391584,2.34
264,1572870392022,2.16
265,1572870392412,2.016
266,1572870392852,1.692
267,1572870393243,1.98
268,1572870393680,1.512
269,1572870394070,1.584
270,1572870394509,1.332
271,1572870394898,1.368
272,1572870395337,1.188
273,1572870395727,1.656
274,1572870396166,2.484
275,1572870396557,2.196
276,1572870396995,2.196
277,1572870397386,2.16
278,1572870397775,2.124
279,1572870398214,1.872
280,1572870398604,1.728
281,1572870399043,1.944
282,1572870399432,1.404
283,1572870399871,1.008
284,1572870400262,0.864
285,1572870400700,1.152
286,1572870401090,1.08
287,1572870401529,1.116
288,1572870401919,0.54
289,1572870402358,-0.036
290,1572870402747,0.108
291,1572870403186,0.036
292,1572870403580,0.072
293,1572870404020,0.036
294,1572870404409,0.0
295,1572870404845,0.0
296,1572870405236,0.0
297,1572870405673,0.0
298,1572870406063,0.0
299,1572870406503,-0.036
300,1572870406892,0.036
301,1572870407331,0.18
302,1572870407722,-0.144
303,1572870408161,-0.072
304,1572870408550,0.036
305,1572870408989,0.036
306,1572870409396,0.036
307,1572870409815,-0.036
308,1572870410207,-0.036
309,1572870410645,0.0
310,1572870411035,0.0
311,1572870411473,-0.072
312,1572870411864,-0.036
313,1572870412302,0.0
314,1572870412692,0.108
315,1572870413131,-0.036
316,1572870413521,-0.036
317,1572870413960,0.036
318,1572870414350,-0.036
319,1572870414790,0.0
320,1572870415179,0.036
321,1572870415619,-0.036
322,1572870416008,0.0
323,1572870416447,-0.036
324,1572870416845,0.0
325,1572870417276,0.0
326,1572870417667,0.0
