,time,velocity
219,1572269746393,0.500426
220,1572269748398,0.0924104
221,1572269750405,0.866556
222,1572269752411,0.414246
223,1572269754413,0.325614
224,1572269756416,0.965584
225,1572269758422,0.494747
226,1572269760425,0.507538
227,1572269762430,0.572407
228,1572269764432,0.151902
229,1572269766438,0.283147
230,1572269768440,0.297458
231,1572269770445,0.584035
232,1572269772447,0.84309
233,1572269774448,0.921623
234,1572269776450,0.629151
235,1572269778453,0.576729
236,1572269780455,0.86827
237,1572269782456,0.187587
238,1572269784458,0.133589
239,1572269786459,0.0981037
240,1572269788460,0.42184
241,1572269790462,0.0140893
242,1572269792468,0.234334
243,1572269794472,0.98452
244,1572269796473,0.620316
245,1572269798474,0.275365
246,1572269800477,0.0179527
247,1572269802479,0.433037
248,1572269804480,0.211344
249,1572269806481,0.1564
250,1572269808483,0.453932
251,1572269810487,0.920231
252,1572269812491,0.962509
253,1572269814496,0.920078
254,1572269816501,0.449023
255,1572269818507,0.621626
256,1572269820514,0.27012
257,1572269822520,0.743999
258,1572269824526,0.588641
259,1572269826530,0.784974
260,1572269828536,0.669315
261,1572269830538,0.547595
262,1572269832539,0.931509
263,1572269834542,0.538278
264,1572269836549,0.421055
265,1572269838550,0.290975
266,1572269840553,0.257828
267,1572269842558,0.419081
268,1572269844560,0.00714962
269,1572269846564,0.450397
270,1572269848569,0.451637
271,1572269850572,0.347954
272,1572269852574,0.762446
273,1572269854575,0.19758
274,1572269856580,0.947024
275,1572269858586,0.968218
276,1572269860588,0.319302
277,1572269862589,0.781254
278,1572269864592,0.269776
279,1572269866596,0.814576
280,1572269868602,0.789025
281,1572269870608,0.498362
282,1572269872610,0.950309
283,1572269874611,0.339489
284,1572269876613,0.828993
285,1572269878616,0.835851
286,1572269880617,0.336454
287,1572269882624,0.0514081
288,1572269884625,0.7802
289,1572269886627,0.204519
290,1572269888633,0.452033
291,1572269890634,0.849853
292,1572269892636,0.0279936
293,1572269894637,0.947797
294,1572269896639,0.792367
295,1572269898640,0.376382
296,1572269900642,0.135379
297,1572269902646,0.466731
298,1572269904648,0.337107
